decA,decB,decC,decD,decE,decF,objA,objB,objC,objD,auxA,auxB
0.020726323561855445,0.12309384977262328,0.07524183395196624,0.2617368626745607,0.48833871701233905,0.0308624130266553,0.05038809161141411,0.9984100981433608,0.9927202616948904,3.544560887026871e-05,0.5139790739012333,0.4251327508164956
0.16546735248762917,0.09749942582783279,0.045546871534876035,0.14483845152694602,0.4400286625901378,0.10661923603257809,0.11081580339371566,0.9996726949618745,0.9967043764438009,0.017457270098795018,0.5287175640443679,0.46440108377038236
0.03915057108439173,0.08979319766460693,0.2794175254830982,0.07935184306867218,0.3227904479780909,0.18949641472114,0.2623904628244904,0.9236890561978169,0.9971533128973467,0.00023921615035900267,0.45825251361674385,0.4089212194431452
0.22313413326165896,0.038041068053739135,0.2277744902915429,0.020800319865887717,0.3687112645885813,0.12153872393858994,0.2963860806131272,0.9632271812964729,0.9998166677935021,0.04206210892705296,0.48286679937477506,0.423537837378839
0.021631441622454606,0.03155365597364646,0.5780919949981939,0.023817766961466508,0.2815239075838892,0.06338123286034944,0.7575661480138131,0.4900948170189533,0.9998729522341665,4.1030745340336134e-05,0.3785267283120089,0.3076371852101102
0.04459391005248746,0.12500811279893762,0.1565873201771142,0.16554240787864308,0.49818921776577124,0.010079031327046252,0.11544859883724123,0.9860039821540482,0.9923684783458216,0.00035492794153189807,0.4773654453273964,0.39470197798297935
0.36683192481354654,0.3506392212424236,0.12195850994858577,0.0041131049540058945,0.14190160345316,0.014555635588278064,0.6338148009360907,0.9973283892146719,0.9103295843897122,0.17161447583986064,0.5050600081964268,0.581901184952676
0.16566774922206487,0.09916334174501357,0.140095970156853,0.3082645513209875,0.07701621217020523,0.20979217538487605,0.16721177582674607,0.9906794010635319,0.9965298316300925,0.017545590087259352,0.5741108525312011,0.5571158344418575
0.006722099449498336,0.02159978480050347,0.21526085046779111,0.08118974873755266,0.4953192151760259,0.1799083013686287,0.13873683684889104,0.9625533097448961,0.9999598866491096,1.2099122514804777e-06,0.4613469325479437,0.36278168649475423
0.3658650208285008,0.05910913992896772,0.11879502720344487,0.08174456126420931,0.23328799163143787,0.14119825914343953,0.4253838045623046,0.9961329591904811,0.9995110444128633,0.1666390160715198,0.5503830689574718,0.5252034747516943
0.10952292589418494,0.4376626064851114,0.020391447374640742,0.002565909996264378,0.030844322194199737,0.3990127880555989,0.5381450167518946,0.9999848065953519,0.7439219738831575,0.005256653178318268,0.5114825776483545,0.6439428734510513
0.1476394197208027,0.09095540991903557,0.023334301370879947,0.11354270793264094,0.35905722850559435,0.2654709325510464,0.08787036118557934,0.999955023645288,0.9972792745875637,0.012413575711960322,0.540571867242065,0.49944699196038245
0.24292240988906497,0.09544712029039112,0.11854453932137404,0.27203388916030785,0.07432787907035032,0.1967241622685116,0.2427671681651491,0.9949369123003473,0.9972495033505705,0.05331947606249045,0.5828229952960441,0.5726168575872581
